service_id,first_date,last_date,active_days
q.403,2014-10-17,2014-10-17,1
P.403,2014-10-17,2014-11-28,7
K.403,2014-10-18,2014-10-25,2
8.403,2014-10-18,2014-11-29,7
B.403,2014-10-18,2014-11-29,7
N.403,2014-10-18,2014-11-29,7
S.403,2014-10-18,2014-11-29,7
k.404,2014-10-26,2014-10-26,1
C.404,2014-10-26,2014-11-23,4
U.404,2014-10-26,2014-11-23,5
e.404,2014-10-27,2014-11-26,18
p.404,2014-10-27,2014-11-26,19
2.404,2014-10-27,2014-11-28,24
7.404,2014-10-27,2014-11-28,24
A.404,2014-10-27,2014-11-28,24
E.404,2014-10-27,2014-11-28,24
t.404,2014-10-27,2014-11-28,24
W.404,2014-10-27,2014-11-28,24
P.404,2014-10-31,2014-11-28,5
8.404,2014-11-01,2014-11-29,5
B.404,2014-11-01,2014-11-29,5
N.404,2014-11-01,2014-11-29,5
S.404,2014-11-01,2014-11-29,5
C.405,2014-11-09,2014-11-23,2
U.405,2014-11-09,2014-11-23,3
p.405,2014-11-10,2014-11-26,11
2.405,2014-11-10,2014-11-28,14
7.405,2014-11-10,2014-11-28,14
A.405,2014-11-10,2014-11-28,14
E.405,2014-11-10,2014-11-28,14
t.405,2014-11-10,2014-11-28,14
W.405,2014-11-10,2014-11-28,14
e.405,2014-11-12,2014-11-26,11
P.405,2014-11-14,2014-11-28,3
8.405,2014-11-15,2014-11-29,3
B.405,2014-11-15,2014-11-29,3
S.405,2014-11-15,2014-11-29,3
y.405,2014-11-15,2014-11-29,3
c.403,2014-11-16,2014-11-16,1
c.404,2014-11-16,2014-11-16,1
c.405,2014-11-16,2014-11-16,1
J.404,2014-11-16,2014-11-16,1
J.405,2014-11-16,2014-11-16,1
X.399,2014-11-27,2014-11-27,1
X.401,2014-11-27,2014-11-27,1
X.403,2014-11-27,2014-11-27,1
X.404,2014-11-27,2014-11-27,1
X.405,2014-11-27,2014-11-27,1
X.397,2014-11-27,2015-01-01,3
C.398,2014-11-30,2015-04-26,22
U.398,2014-11-30,2015-04-26,22
t.398,2014-12-01,2015-02-27,62
2.398,2014-12-01,2015-04-27,103
7.398,2014-12-01,2015-04-27,103
A.398,2014-12-01,2015-04-27,102
e.398,2014-12-01,2015-04-27,87
p.398,2014-12-01,2015-04-27,82
W.398,2014-12-01,2015-04-27,103
P.398,2014-12-05,2015-04-24,21
y.398,2014-12-06,2015-02-28,13
8.398,2014-12-06,2015-04-25,21
B.398,2014-12-06,2015-04-25,21
S.398,2014-12-06,2015-04-25,21
C.407,2014-12-14,2015-02-22,11
U.407,2014-12-14,2015-02-22,11
p.407,2014-12-15,2015-02-26,40
2.407,2014-12-15,2015-02-27,52
7.407,2014-12-15,2015-02-27,52
A.407,2014-12-15,2015-02-27,51
e.407,2014-12-15,2015-02-27,42
t.407,2014-12-15,2015-02-27,52
W.407,2014-12-15,2015-02-27,52
E.407,2014-12-17,2015-02-18,3
E.398,2014-12-17,2015-04-15,5
P.407,2014-12-19,2015-02-27,11
8.407,2014-12-20,2015-02-28,11
B.407,2014-12-20,2015-02-28,11
S.407,2014-12-20,2015-02-28,11
y.407,2014-12-20,2015-02-28,11
N.398,2014-12-25,2014-12-25,1
N.407,2014-12-25,2014-12-25,1
X.398,2014-12-25,2015-01-01,2
X.407,2014-12-25,2015-01-01,2
C.408,2014-12-28,2015-02-22,9
U.408,2014-12-28,2015-02-22,9
p.408,2014-12-29,2015-02-26,33
2.408,2014-12-29,2015-02-27,43
7.408,2014-12-29,2015-02-27,43
A.408,2014-12-29,2015-02-27,42
t.408,2014-12-29,2015-02-27,43
W.408,2014-12-29,2015-02-27,43
Y.388,2014-12-31,2014-12-31,1
Y.397,2014-12-31,2014-12-31,1
Y.398,2014-12-31,2014-12-31,1
Y.407,2014-12-31,2014-12-31,1
Y.408,2014-12-31,2014-12-31,1
X.408,2015-01-01,2015-01-01,1
P.408,2015-01-02,2015-02-27,9
8.408,2015-01-03,2015-02-28,9
B.408,2015-01-03,2015-02-28,9
S.408,2015-01-03,2015-02-28,9
y.408,2015-01-03,2015-02-28,9
e.408,2015-01-05,2015-02-27,37
C.409,2015-01-11,2015-02-22,7
U.409,2015-01-11,2015-02-22,7
z.408,2015-01-12,2015-01-16,5
p.409,2015-01-12,2015-02-26,27
2.409,2015-01-12,2015-02-27,34
7.409,2015-01-12,2015-02-27,34
A.409,2015-01-12,2015-02-27,34
e.409,2015-01-12,2015-02-27,32
t.409,2015-01-12,2015-02-27,34
W.409,2015-01-12,2015-02-27,34
j.409,2015-01-13,2015-01-16,4
z.409,2015-01-15,2015-01-16,2
P.409,2015-01-16,2015-02-27,7
i.408,2015-01-17,2015-01-17,1
i.409,2015-01-17,2015-01-17,1
8.409,2015-01-17,2015-02-28,7
B.409,2015-01-17,2015-02-28,7
S.409,2015-01-17,2015-02-28,7
y.409,2015-01-17,2015-02-28,7
L.408,2015-01-18,2015-01-18,1
L.409,2015-01-18,2015-01-18,1
0.388,2015-01-19,2015-01-19,1
0.397,2015-01-19,2015-01-19,1
0.398,2015-01-19,2015-01-19,1
0.407,2015-01-19,2015-01-19,1
0.408,2015-01-19,2015-01-19,1
0.409,2015-01-19,2015-01-19,1
M.388,2015-01-19,2015-01-19,1
M.397,2015-01-19,2015-01-19,1
M.398,2015-01-19,2015-01-19,1
M.407,2015-01-19,2015-01-19,1
M.408,2015-01-19,2015-01-19,1
m.409,2015-01-19,2015-01-19,1
M.409,2015-01-19,2015-01-19,1
E.408,2015-01-21,2015-02-18,2
E.409,2015-01-21,2015-02-18,2
C.410,2015-01-25,2015-02-22,5
U.410,2015-01-25,2015-02-22,5
p.410,2015-01-26,2015-02-26,20
2.410,2015-01-26,2015-02-27,25
7.410,2015-01-26,2015-02-27,25
A.410,2015-01-26,2015-02-27,25
e.410,2015-01-26,2015-02-27,23
t.410,2015-01-26,2015-02-27,25
W.410,2015-01-26,2015-02-27,25
P.410,2015-01-30,2015-02-27,5
8.410,2015-01-31,2015-02-28,5
B.410,2015-01-31,2015-02-28,5
S.410,2015-01-31,2015-02-28,5
y.410,2015-01-31,2015-02-28,5
C.411,2015-02-08,2015-02-22,3
U.411,2015-02-08,2015-02-22,3
p.411,2015-02-09,2015-02-26,12
2.411,2015-02-09,2015-02-27,15
7.411,2015-02-09,2015-02-27,15
A.411,2015-02-09,2015-02-27,15
e.411,2015-02-09,2015-02-27,14
t.411,2015-02-09,2015-02-27,15
W.411,2015-02-09,2015-02-27,15
P.411,2015-02-13,2015-02-27,3
8.411,2015-02-14,2015-02-28,3
B.411,2015-02-14,2015-02-28,3
S.411,2015-02-14,2015-02-28,3
y.411,2015-02-14,2015-02-28,3
E.410,2015-02-18,2015-02-18,1
E.411,2015-02-18,2015-02-18,1
C.406,2015-03-01,2015-05-31,14
U.406,2015-03-01,2015-05-31,14
p.406,2015-03-02,2015-06-04,55
2.406,2015-03-02,2015-06-05,69
7.406,2015-03-02,2015-06-05,69
A.406,2015-03-02,2015-06-05,69
e.406,2015-03-02,2015-06-05,63
W.406,2015-03-02,2015-06-05,69
P.406,2015-03-06,2015-06-05,14
8.406,2015-03-07,2015-06-06,14
B.406,2015-03-07,2015-06-06,14
o.406,2015-03-07,2015-06-06,4
S.406,2015-03-07,2015-06-06,14
l.406,2015-03-15,2015-03-15,1
l.414,2015-03-15,2015-03-15,1
C.414,2015-03-15,2015-05-31,12
U.414,2015-03-15,2015-05-31,12
p.414,2015-03-16,2015-06-04,47
2.414,2015-03-16,2015-06-05,59
7.414,2015-03-16,2015-06-05,59
A.414,2015-03-16,2015-06-05,59
e.414,2015-03-16,2015-06-05,53
W.414,2015-03-16,2015-06-05,59
E.406,2015-03-18,2015-05-20,3
E.414,2015-03-18,2015-05-20,3
P.414,2015-03-20,2015-06-05,12
8.414,2015-03-21,2015-06-06,12
B.414,2015-03-21,2015-06-06,12
S.414,2015-03-21,2015-06-06,12
C.415,2015-03-29,2015-05-31,10
U.415,2015-03-29,2015-05-31,10
p.415,2015-03-30,2015-06-04,39
2.415,2015-03-30,2015-06-05,49
7.415,2015-03-30,2015-06-05,49
A.415,2015-03-30,2015-06-05,49
e.415,2015-03-30,2015-06-05,48
W.415,2015-03-30,2015-06-05,49
P.415,2015-04-03,2015-06-05,10
8.415,2015-04-04,2015-06-06,10
B.415,2015-04-04,2015-06-06,10
o.414,2015-04-04,2015-06-06,3
o.415,2015-04-04,2015-06-06,3
S.415,2015-04-04,2015-06-06,10
Q.406,2015-04-12,2015-04-12,1
Q.414,2015-04-12,2015-04-12,1
Q.415,2015-04-12,2015-04-12,1
Q.416,2015-04-12,2015-04-12,1
C.416,2015-04-12,2015-05-31,8
U.416,2015-04-12,2015-05-31,8
p.416,2015-04-13,2015-06-04,31
2.416,2015-04-13,2015-06-05,39
7.416,2015-04-13,2015-06-05,39
A.416,2015-04-13,2015-06-05,39
e.416,2015-04-13,2015-06-05,39
W.416,2015-04-13,2015-06-05,39
E.415,2015-04-15,2015-05-20,2
E.416,2015-04-15,2015-05-20,2
P.416,2015-04-17,2015-06-05,8
8.416,2015-04-18,2015-06-06,8
B.416,2015-04-18,2015-06-06,8
S.416,2015-04-18,2015-06-06,8
C  .417,2015-04-26,2015-04-26,1
U  .417,2015-04-26,2015-04-26,1
C.417,2015-04-26,2015-05-31,6
U.417,2015-04-26,2015-05-31,6
p  .417,2015-04-27,2015-04-30,4
2  .417,2015-04-27,2015-05-01,5
7  .417,2015-04-27,2015-05-01,5
A  .417,2015-04-27,2015-05-01,5
e  .417,2015-04-27,2015-05-01,5
W  .417,2015-04-27,2015-05-01,5
p.417,2015-04-27,2015-06-04,23
2.417,2015-04-27,2015-06-05,29
7.417,2015-04-27,2015-06-05,29
A.417,2015-04-27,2015-06-05,29
e.417,2015-04-27,2015-06-05,29
W.417,2015-04-27,2015-06-05,29
P  .417,2015-05-01,2015-05-01,1
P.417,2015-05-01,2015-06-05,6
8  .417,2015-05-02,2015-05-02,1
B  .417,2015-05-02,2015-05-02,1
K  .417,2015-05-02,2015-05-02,1
o  .417,2015-05-02,2015-05-02,1
S  .417,2015-05-02,2015-05-02,1
8.417,2015-05-02,2015-06-06,6
B.417,2015-05-02,2015-06-06,6
K.415,2015-05-02,2015-06-06,6
K.416,2015-05-02,2015-06-06,6
K.417,2015-05-02,2015-06-06,6
o.416,2015-05-02,2015-06-06,2
o.417,2015-05-02,2015-06-06,2
S.417,2015-05-02,2015-06-06,6
C  .418,2015-05-03,2015-05-31,5
C.418,2015-05-03,2015-05-31,5
k  .418,2015-05-03,2015-05-31,5
k.415,2015-05-03,2015-05-31,5
k.416,2015-05-03,2015-05-31,5
k.417,2015-05-03,2015-05-31,5
k.418,2015-05-03,2015-05-31,5
U  .418,2015-05-03,2015-05-31,5
U.418,2015-05-03,2015-05-31,5
p  .418,2015-05-04,2015-06-04,19
p.418,2015-05-04,2015-06-04,19
2  .418,2015-05-04,2015-06-05,24
2.418,2015-05-04,2015-06-05,24
7  .418,2015-05-04,2015-06-05,24
7.418,2015-05-04,2015-06-05,24
A  .418,2015-05-04,2015-06-05,24
A.418,2015-05-04,2015-06-05,24
e  .418,2015-05-04,2015-06-05,24
e.418,2015-05-04,2015-06-05,24
W  .418,2015-05-04,2015-06-05,24
W.418,2015-05-04,2015-06-05,24
P  .418,2015-05-08,2015-06-05,5
P.418,2015-05-08,2015-06-05,5
8  .418,2015-05-09,2015-06-06,5
8.418,2015-05-09,2015-06-06,5
B  .418,2015-05-09,2015-06-06,4
B.418,2015-05-09,2015-06-06,4
K  .418,2015-05-09,2015-06-06,5
K.418,2015-05-09,2015-06-06,5
S  .418,2015-05-09,2015-06-06,5
S.418,2015-05-09,2015-06-06,5
9  .418,2015-05-17,2015-05-31,3
9.406,2015-05-17,2015-05-31,3
9.414,2015-05-17,2015-05-31,3
9.415,2015-05-17,2015-05-31,3
9.416,2015-05-17,2015-05-31,3
9.417,2015-05-17,2015-05-31,3
9.418,2015-05-17,2015-05-31,3
E  .418,2015-05-20,2015-05-20,1
E.417,2015-05-20,2015-05-20,1
E.418,2015-05-20,2015-05-20,1
X  .418,2015-05-25,2015-05-25,1
X.406,2015-05-25,2015-05-25,1
X.414,2015-05-25,2015-05-25,1
X.415,2015-05-25,2015-05-25,1
X.416,2015-05-25,2015-05-25,1
X.417,2015-05-25,2015-05-25,1
X.418,2015-05-25,2015-05-25,1
X.420,2015-05-25,2015-05-25,1
p.420,2015-05-26,2015-06-04,7
2.420,2015-05-26,2015-06-05,9
7.420,2015-05-26,2015-06-05,9
A.420,2015-05-26,2015-06-05,9
e.420,2015-05-26,2015-06-05,9
t  .418,2015-05-26,2015-06-05,9
t.415,2015-05-26,2015-06-05,9
t.416,2015-05-26,2015-06-05,9
t.417,2015-05-26,2015-06-05,9
t.418,2015-05-26,2015-06-05,9
t.420,2015-05-26,2015-06-05,9
W.420,2015-05-26,2015-06-05,9
R.415,2015-05-27,2015-05-27,1
R.416,2015-05-27,2015-05-27,1
T  .418,2015-05-27,2015-05-27,1
T.417,2015-05-27,2015-05-27,1
T.418,2015-05-27,2015-05-27,1
T.420,2015-05-27,2015-05-27,1
P.420,2015-05-29,2015-06-05,2
r  .418,2015-05-30,2015-05-30,1
r.417,2015-05-30,2015-05-30,1
r.418,2015-05-30,2015-05-30,1
r.420,2015-05-30,2015-05-30,1
8.420,2015-05-30,2015-06-06,2
K.420,2015-05-30,2015-06-06,2
S.420,2015-05-30,2015-06-06,2
9.420,2015-05-31,2015-05-31,1
C.420,2015-05-31,2015-05-31,1
k.420,2015-05-31,2015-05-31,1
U.420,2015-05-31,2015-05-31,1
j  .418,2015-06-03,2015-06-03,1
j.417,2015-06-03,2015-06-03,1
j.418,2015-06-03,2015-06-03,1
j.420,2015-06-03,2015-06-03,1
B.420,2015-06-06,2015-06-06,1
o  .418,2015-06-06,2015-06-06,1
o.418,2015-06-06,2015-06-06,1
o.420,2015-06-06,2015-06-06,1
R  .418,2015-06-06,2015-06-06,1
R.417,2015-06-06,2015-06-06,1
R.418,2015-06-06,2015-06-06,1
R.420,2015-06-06,2015-06-06,1
9  .412,2015-06-07,2015-09-06,14
9.412,2015-06-07,2015-09-06,14
C  .412,2015-06-07,2015-09-06,14
C.412,2015-06-07,2015-09-06,14
k  .412,2015-06-07,2015-09-06,14
k.412,2015-06-07,2015-09-06,14
U  .412,2015-06-07,2015-09-06,14
U.412,2015-06-07,2015-09-06,14
e  .412,2015-06-08,2015-06-11,4
e.412,2015-06-08,2015-06-11,4
t  .412,2015-06-08,2015-09-04,65
t.412,2015-06-08,2015-09-04,65
p  .412,2015-06-08,2015-09-10,55
p.412,2015-06-08,2015-09-10,55
2  .412,2015-06-08,2015-09-11,69
2.412,2015-06-08,2015-09-11,69
7  .412,2015-06-08,2015-09-11,69
7.412,2015-06-08,2015-09-11,69
A  .412,2015-06-08,2015-09-11,69
A.412,2015-06-08,2015-09-11,69
W  .412,2015-06-08,2015-09-11,69
W.412,2015-06-08,2015-09-11,69
P  .412,2015-06-12,2015-09-11,14
P.412,2015-06-12,2015-09-11,14
8  .412,2015-06-13,2015-09-12,13
8.412,2015-06-13,2015-09-12,13
B  .412,2015-06-13,2015-09-12,13
B.412,2015-06-13,2015-09-12,13
K  .412,2015-06-13,2015-09-12,13
K.412,2015-06-13,2015-09-12,13
S  .412,2015-06-13,2015-09-12,13
S.412,2015-06-13,2015-09-12,13
9.422,2015-06-14,2015-09-06,13
C.422,2015-06-14,2015-09-06,13
U.422,2015-06-14,2015-09-06,13
p.422,2015-06-15,2015-09-10,51
2.422,2015-06-15,2015-09-11,64
7.422,2015-06-15,2015-09-11,64
A.422,2015-06-15,2015-09-11,64
W.422,2015-06-15,2015-09-11,64
P.422,2015-06-19,2015-09-11,13
o  .412,2015-06-20,2015-07-18,2
o.412,2015-06-20,2015-07-18,2
o.422,2015-06-20,2015-07-18,2
8.422,2015-06-20,2015-09-12,12
B.422,2015-06-20,2015-09-12,12
S.422,2015-06-20,2015-09-12,12
9.423,2015-06-21,2015-09-06,12
C.423,2015-06-21,2015-09-06,12
U.423,2015-06-21,2015-09-06,12
p.423,2015-06-22,2015-09-10,47
2.423,2015-06-22,2015-09-11,59
7.423,2015-06-22,2015-09-11,59
A.423,2015-06-22,2015-09-11,59
W.423,2015-06-22,2015-09-11,59
P.423,2015-06-26,2015-09-11,12
8.423,2015-06-27,2015-09-12,11
B.423,2015-06-27,2015-09-12,11
S.423,2015-06-27,2015-09-12,11
l  .412,2015-06-28,2015-06-28,1
l.412,2015-06-28,2015-06-28,1
l.422,2015-06-28,2015-06-28,1
l.423,2015-06-28,2015-06-28,1
X  .412,2015-07-04,2015-09-07,2
X.412,2015-07-04,2015-09-07,2
X.422,2015-07-04,2015-09-07,2
X.423,2015-07-04,2015-09-07,2
Q  .412,2015-07-05,2015-07-05,1
Q.412,2015-07-05,2015-07-05,1
Q.422,2015-07-05,2015-07-05,1
Q.423,2015-07-05,2015-07-05,1
Q.429,2015-07-05,2015-07-05,1
9.429,2015-07-05,2015-09-06,10
C.429,2015-07-05,2015-09-06,10
U.429,2015-07-05,2015-09-06,10
p.429,2015-07-06,2015-09-10,39
2.429,2015-07-06,2015-09-11,49
7.429,2015-07-06,2015-09-11,49
A.429,2015-07-06,2015-09-11,49
W.429,2015-07-06,2015-09-11,49
P.429,2015-07-10,2015-09-11,10
8.429,2015-07-11,2015-09-12,10
B.429,2015-07-11,2015-09-12,10
S.429,2015-07-11,2015-09-12,10
o.423,2015-07-18,2015-07-18,1
o.429,2015-07-18,2015-07-18,1
9.431,2015-08-02,2015-09-06,6
C.431,2015-08-02,2015-09-06,6
U.431,2015-08-02,2015-09-06,6
p.431,2015-08-03,2015-09-10,23
2.431,2015-08-03,2015-09-11,29
7.431,2015-08-03,2015-09-11,29
A.431,2015-08-03,2015-09-11,29
W.431,2015-08-03,2015-09-11,29
g.431,2015-08-07,2015-08-13,5
O  .412,2015-08-07,2015-08-21,2
O.412,2015-08-07,2015-08-21,2
O.422,2015-08-07,2015-08-21,2
O.423,2015-08-07,2015-08-21,2
O.429,2015-08-07,2015-08-21,2
O.431,2015-08-07,2015-08-21,2
P.431,2015-08-07,2015-09-11,6
G.431,2015-08-08,2015-08-08,1
8.431,2015-08-08,2015-09-12,6
B.431,2015-08-08,2015-09-12,6
S.431,2015-08-08,2015-09-12,6
i.431,2015-08-09,2015-08-09,1
6.431,2015-08-14,2015-08-14,1
p.435,2015-08-17,2015-09-10,15
2.435,2015-08-17,2015-09-11,19
7.435,2015-08-17,2015-09-11,19
A.435,2015-08-17,2015-09-11,19
W.435,2015-08-17,2015-09-11,19
O.435,2015-08-21,2015-08-21,1
P.435,2015-08-21,2015-09-11,4
8.435,2015-08-22,2015-09-12,4
B.435,2015-08-22,2015-09-12,4
S.435,2015-08-22,2015-09-12,4
9.435,2015-08-23,2015-09-06,3
C.435,2015-08-23,2015-09-06,3
U.435,2015-08-23,2015-09-06,3
e.431,2015-08-27,2015-09-11,11
e.435,2015-08-27,2015-09-11,11
9.436,2015-08-30,2015-09-06,2
C.436,2015-08-30,2015-09-06,2
U.436,2015-08-30,2015-09-06,2
i.436,2015-08-30,2015-09-07,3
p.436,2015-08-31,2015-09-10,7
2.436,2015-08-31,2015-09-11,9
7.436,2015-08-31,2015-09-11,9
A.436,2015-08-31,2015-09-11,9
e.436,2015-08-31,2015-09-11,9
W.436,2015-08-31,2015-09-11,9
z.436,2015-08-31,2015-09-11,10
D.431,2015-09-02,2015-09-11,7
D.435,2015-09-02,2015-09-11,7
D.436,2015-09-02,2015-09-11,7
P.436,2015-09-04,2015-09-11,2
8.436,2015-09-05,2015-09-12,2
B.436,2015-09-05,2015-09-12,2
j.436,2015-09-05,2015-09-12,2
S.436,2015-09-05,2015-09-12,2
X.429,2015-09-07,2015-09-07,1
X.431,2015-09-07,2015-09-07,1
X.435,2015-09-07,2015-09-07,1
X.436,2015-09-07,2015-09-07,1
T.422,2015-09-09,2015-09-09,1
T.423,2015-09-09,2015-09-09,1
T.429,2015-09-09,2015-09-09,1
T.431,2015-09-09,2015-09-09,1
T.435,2015-09-09,2015-09-09,1
T.436,2015-09-09,2015-09-09,1
i.428,2015-09-13,2015-09-20,2
9.428,2015-09-13,2015-09-27,3
k.428,2015-09-13,2015-10-25,7
C.428,2015-09-13,2016-02-28,25
U.428,2015-09-13,2016-02-28,25
z.428,2015-09-14,2015-09-25,10
p.428,2015-09-14,2016-03-03,98
2.428,2015-09-14,2016-03-04,121
7.428,2015-09-14,2016-03-04,120
A.428,2015-09-14,2016-03-04,121
e.428,2015-09-14,2016-03-04,107
E.428,2015-09-14,2016-03-04,104
W.428,2015-09-14,2016-03-04,121
g.428,2015-09-16,2015-12-16,3
P.428,2015-09-18,2016-03-04,23
j.428,2015-09-19,2015-09-26,2
K.428,2015-09-19,2015-10-31,7
8.428,2015-09-19,2016-03-05,25
B.428,2015-09-19,2016-03-05,25
S.428,2015-09-19,2016-03-05,25
Q.428,2015-09-20,2015-09-20,1
9.438,2015-09-27,2015-09-27,1
i.438,2015-09-27,2015-10-25,5
k.438,2015-09-27,2015-10-25,5
C.438,2015-09-27,2015-11-29,10
U.438,2015-09-27,2015-11-29,10
z.438,2015-09-28,2015-10-30,25
L.438,2015-09-28,2015-12-03,36
p.438,2015-09-28,2015-12-03,39
2.438,2015-09-28,2015-12-04,49
7.438,2015-09-28,2015-12-04,48
A.438,2015-09-28,2015-12-04,49
e.438,2015-09-28,2015-12-04,42
E.438,2015-09-28,2015-12-04,41
W.438,2015-09-28,2015-12-04,49
P.438,2015-10-02,2015-12-04,10
o.428,2015-10-03,2015-10-03,1
o.438,2015-10-03,2015-10-03,1
j.438,2015-10-03,2015-10-31,5
K.438,2015-10-03,2015-10-31,5
8.438,2015-10-03,2015-12-05,10
B.438,2015-10-03,2015-12-05,10
S.438,2015-10-03,2015-12-05,10
i.441,2015-10-11,2015-10-25,3
k.441,2015-10-11,2015-10-25,3
C.441,2015-10-11,2015-11-29,8
U.441,2015-10-11,2015-11-29,8
z.441,2015-10-12,2015-10-30,15
L.441,2015-10-12,2015-12-03,28
p.441,2015-10-12,2015-12-03,31
2.441,2015-10-12,2015-12-04,39
7.441,2015-10-12,2015-12-04,38
A.441,2015-10-12,2015-12-04,39
e.441,2015-10-12,2015-12-04,33
W.441,2015-10-12,2015-12-04,39
g.438,2015-10-14,2015-10-14,1
P.441,2015-10-16,2015-12-04,8
j.441,2015-10-17,2015-10-31,3
K.441,2015-10-17,2015-10-31,3
8.441,2015-10-17,2015-12-05,8
B.441,2015-10-17,2015-12-05,8
S.441,2015-10-17,2015-12-05,8
i.442,2015-10-25,2015-10-25,1
k.442,2015-10-25,2015-10-25,1
l.428,2015-10-25,2015-10-25,1
l.438,2015-10-25,2015-10-25,1
l.441,2015-10-25,2015-10-25,1
l.442,2015-10-25,2015-10-25,1
C.442,2015-10-25,2015-11-29,6
U.442,2015-10-25,2015-11-29,6
z.442,2015-10-26,2015-10-30,5
L.442,2015-10-26,2015-12-03,22
p.442,2015-10-26,2015-12-03,23
2.442,2015-10-26,2015-12-04,29
7.442,2015-10-26,2015-12-04,28
A.442,2015-10-26,2015-12-04,29
e.442,2015-10-26,2015-12-04,26
W.442,2015-10-26,2015-12-04,29
P.442,2015-10-30,2015-12-04,6
j.442,2015-10-31,2015-10-31,1
8.442,2015-10-31,2015-12-05,6
B.442,2015-10-31,2015-12-05,6
S.442,2015-10-31,2015-12-05,6
C.443,2015-11-08,2015-11-29,4
U.443,2015-11-08,2015-11-29,4
L.443,2015-11-09,2015-12-03,14
p.443,2015-11-09,2015-12-03,15
2.443,2015-11-09,2015-12-04,19
7.443,2015-11-09,2015-12-04,18
A.443,2015-11-09,2015-12-04,19
e.443,2015-11-09,2015-12-04,17
W.443,2015-11-09,2015-12-04,19
P.443,2015-11-13,2015-12-04,4
8.443,2015-11-14,2015-12-05,4
B.443,2015-11-14,2015-12-05,4
S.443,2015-11-14,2015-12-05,4
C.444,2015-11-22,2015-11-29,2
U.444,2015-11-22,2015-11-29,2
L.444,2015-11-23,2015-12-03,7
p.444,2015-11-23,2015-12-03,7
2.444,2015-11-23,2015-12-04,9
7.444,2015-11-23,2015-12-04,8
A.444,2015-11-23,2015-12-04,9
e.444,2015-11-23,2015-12-04,8
W.444,2015-11-23,2015-12-04,9
X.438,2015-11-26,2015-11-26,1
X.441,2015-11-26,2015-11-26,1
X.442,2015-11-26,2015-11-26,1
X.443,2015-11-26,2015-11-26,1
X.444,2015-11-26,2015-11-26,1
X.428,2015-11-26,2016-01-01,3
P.444,2015-11-27,2015-12-04,2
8.444,2015-11-28,2015-12-05,2
B.444,2015-11-28,2015-12-05,2
S.444,2015-11-28,2015-12-05,2
C.437,2015-12-06,2016-02-28,13
U.437,2015-12-06,2016-02-28,13
L.437,2015-12-07,2016-03-03,44
p.437,2015-12-07,2016-03-03,51
2.437,2015-12-07,2016-03-04,62
7.437,2015-12-07,2016-03-04,61
A.437,2015-12-07,2016-03-04,62
e.437,2015-12-07,2016-03-04,55
E.437,2015-12-07,2016-03-04,54
W.437,2015-12-07,2016-03-04,62
P.437,2015-12-11,2016-03-04,11
8.437,2015-12-12,2016-03-05,13
B.437,2015-12-12,2016-03-05,13
S.437,2015-12-12,2016-03-05,13
g.437,2015-12-16,2015-12-16,1
C.445,2015-12-20,2016-05-29,24
U.445,2015-12-20,2016-05-29,24
L.445,2015-12-21,2016-06-02,84
p.445,2015-12-21,2016-06-02,94
2.445,2015-12-21,2016-06-03,117
7.445,2015-12-21,2016-06-03,116
A.445,2015-12-21,2016-06-03,116
e.445,2015-12-21,2016-06-03,104
W.445,2015-12-21,2016-06-03,117
X.437,2015-12-25,2016-01-01,2
X.445,2015-12-25,2016-01-01,2
8.445,2015-12-26,2016-06-04,24
B.445,2015-12-26,2016-06-04,24
S.445,2015-12-26,2016-06-04,24
Y.437,2015-12-31,2015-12-31,1
Y.445,2015-12-31,2015-12-31,1
C.447,2016-01-03,2016-05-29,22
U.447,2016-01-03,2016-05-29,22
L.447,2016-01-04,2016-06-02,82
p.447,2016-01-04,2016-06-02,87
2.447,2016-01-04,2016-06-03,109
7.447,2016-01-04,2016-06-03,108
A.447,2016-01-04,2016-06-03,109
e.447,2016-01-04,2016-06-03,102
W.447,2016-01-04,2016-06-03,109
P.445,2016-01-08,2016-06-03,22
P.447,2016-01-08,2016-06-03,22
8.447,2016-01-09,2016-06-04,22
B.447,2016-01-09,2016-06-04,22
S.447,2016-01-09,2016-06-04,22
C.449,2016-01-17,2016-02-28,7
U.449,2016-01-17,2016-02-28,7
0.428,2016-01-18,2016-01-18,1
0.437,2016-01-18,2016-01-18,1
0.445,2016-01-18,2016-01-18,1
0.447,2016-01-18,2016-01-18,1
0.449,2016-01-18,2016-01-18,1
M.428,2016-01-18,2016-01-18,1
M.437,2016-01-18,2016-01-18,1
M.445,2016-01-18,2016-01-18,1
M.447,2016-01-18,2016-01-18,1
M.449,2016-01-18,2016-01-18,1
L.449,2016-01-19,2016-03-03,26
p.449,2016-01-19,2016-03-03,27
2.449,2016-01-19,2016-03-04,34
7.449,2016-01-19,2016-03-04,33
A.449,2016-01-19,2016-03-04,34
e.449,2016-01-19,2016-03-04,33
W.449,2016-01-19,2016-03-04,34
P.449,2016-01-22,2016-03-04,7
8.449,2016-01-23,2016-03-05,7
B.449,2016-01-23,2016-03-05,7
S.449,2016-01-23,2016-03-05,7
C.450,2016-01-31,2016-02-28,5
U.450,2016-01-31,2016-02-28,5
L.450,2016-02-01,2016-03-03,19
p.450,2016-02-01,2016-03-03,20
2.450,2016-02-01,2016-03-04,25
7.450,2016-02-01,2016-03-04,24
A.450,2016-02-01,2016-03-04,25
e.450,2016-02-01,2016-03-04,24
